Name,IATA,Latitude,Longitude,distance
Monclova International Airport,LOV,26.9557,-101.470001,Ellipsis
Licenciado Benito Juarez International Airport,MEX,19.4363,-99.072098,Ellipsis
General Mariano Escobedo International Airport,MTY,25.7784996033,-100.107002258,Ellipsis
General Rafael Buelna International Airport,MZT,23.1613998413,-106.26599884,Ellipsis
Nogales International Airport,NOG,31.22610092163086,-110.97599792480467,Ellipsis
Quetzalcóatl International Airport,NLD,27.4438991547,-99.5705032349,Ellipsis
Xoxocotlán International Airport,OAX,16.9999008179,-96.726600647,Ellipsis
El Tajín National Airport,PAZ,20.6026992798,-97.4608001709,Ellipsis
Hermanos Serdán International Airport,PBC,19.1581001282,-98.3713989258,Ellipsis
Mar de Cortés International Airport,PPE,31.351987,-113.305177,Ellipsis
Piedras Negras International Airport,PDS,28.627399,-100.535004,Ellipsis
Licenciado y General Ignacio Lopez Rayon Airport,UPN,19.396699905395508,-102.03900146484376,Ellipsis
Licenciado Gustavo Díaz Ordaz International Airport,PVR,20.680099487304688,-105.25399780273438,Ellipsis
Puerto Escondido International Airport,PXM,15.8769,-97.089103,Ellipsis
Querétaro Intercontinental Airport,QRO,20.6173,-100.185997,Ellipsis
General Lucio Blanco International Airport,REX,26.0089,-98.2285,Ellipsis
Los Cabos International Airport,SJD,23.15180015563965,-109.72100067138672,Ellipsis
San Felipe International Airport,SFH,30.930200576782,-114.80899810791,Ellipsis
Ponciano Arriaga International Airport,SLP,22.254299163800003,-100.930999756,Ellipsis
Francisco Sarabia International Airport,TRC,25.5683002472,-103.411003113,Ellipsis
Angel Albino Corzo International Airport,TGZ,16.5636005402,-93.0224990845,Ellipsis
General Abelardo L. Rodríguez International Airport,TIJ,32.541099548339844,-116.97000122070312,Ellipsis
General Francisco Javier Mina International Airport,TAM,22.2964000702,-97.8658981323,Ellipsis
Tamuin Airport,TSL,22.0383,-98.806502,Ellipsis
Licenciado Adolfo Lopez Mateos International Airport,TLC,19.3370990753,-99.56600189210002,Ellipsis
Tapachula International Airport,TAP,14.7943000793,-92.3700027466,Ellipsis
Cancún International Airport,CUN,21.036500930800003,-86.8770980835,Ellipsis
Carlos Rovirosa Pérez International Airport,VSA,17.996999740600586,-92.81739807128906,Ellipsis
General Heriberto Jara International Airport,VER,19.1459007263,-96.1873016357,Ellipsis
General Leobardo C. Ruiz International Airport,ZCL,22.8971004486,-102.68699646,Ellipsis
Ixtapa Zihuatanejo International Airport,ZIH,17.601600647,-101.460998535,Ellipsis
Zamora Airport,ZMM,20.045,-102.276001,Ellipsis
Playa De Oro International Airport,ZLO,19.1448001862,-104.558998108,Ellipsis
Bluefields Airport,BEF,11.991000175476074,-83.77410125732422,Ellipsis
Augusto C. Sandino (Managua) International Airport,MGA,12.14150047302246,-86.16819763183594,Ellipsis
Puerto Cabezas Airport,PUZ,14.047200202941896,-83.38670349121094,Ellipsis
Bocas Del Toro International Airport,BOC,9.340849876403809,-82.25080108642578,Ellipsis
Cap Manuel Niño International Airport,CHX,9.458962,-82.515062,Ellipsis
Enrique Malek International Airport,DAV,8.390999794006348,-82.43499755859375,Ellipsis
Panama Pacific International Airport,BLB,8.91479,-79.599602,Ellipsis
Marcos A. Gelabert International Airport,PAC,8.973340034484863,-79.55560302734375,Ellipsis
Ruben Cantu Airport,SYP,8.085599899291992,-80.94529724121094,Ellipsis
Tocumen International Airport,PTY,9.0713596344,-79.3834991455,Ellipsis
Buenos Aires Airport,BAI,9.163949,-83.330171,Ellipsis
Coto 47 Airport,OTR,8.60155963897705,-82.96859741210938,Ellipsis
Chacarita Airport,JAP,9.98141002655,-84.7726974487,Ellipsis
Golfito Airport,GLF,8.654009819030762,-83.18219757080078,Ellipsis
Guapiles Airport,GPL,10.2172002792,-83.79699707030001,Ellipsis
Daniel Oduber Quiros International Airport,LIR,10.5933,-85.544403,Ellipsis
Los Chiles Airport,LSL,11.035300254821776,-84.70610046386719,Ellipsis
Limon International Airport,LIO,9.95796012878418,-83.02200317382812,Ellipsis
Nosara Airport,NOB,9.97649002075,-85.65299987790002,Ellipsis
Juan Santamaria International Airport,SJO,9.993860244750977,-84.20880126953125,Ellipsis
Palmar Sur Airport,PMZ,8.951029777526855,-83.46859741210938,Ellipsis
Quepos Managua Airport,XQP,9.443160057067873,-84.12979888916016,Ellipsis
San Vito De Java Airport,TOO,8.826109886169434,-82.95890045166016,Ellipsis
Monseñor Óscar Arnulfo Romero International Airport,SAL,13.4409,-89.055702,Ellipsis
Les Cayes Airport,CYA,18.27109909057617,-73.78829956054688,Ellipsis
Cap Haitien International Airport,CAP,19.733,-72.194702,Ellipsis
Jacmel Airport,JAK,18.241100311279297,-72.51850128173828,Ellipsis
Toussaint Louverture International Airport,PAP,18.57999992370605,-72.2925033569336,Ellipsis
Gustavo Rizo Airport,BCA,20.36529922485352,-74.5062026977539,Ellipsis
Carlos Manuel de Cespedes Airport,BYM,20.39640045166016,-76.62139892578125,Ellipsis
Maximo Gomez Airport,AVI,22.027099609375,-78.78959655761719,Ellipsis
Jardines Del Rey Airport,CCC,22.4610004425,-78.32839965820001,Ellipsis
Jaime Gonzalez Airport,CFG,22.149999618530277,-80.41419982910156,Ellipsis
Vilo Acuña International Airport,CYO,21.6165008545,-81.5459976196,Ellipsis
Ignacio Agramonte International Airport,CMW,21.420299530029297,-77.84750366210938,Ellipsis
Antonio Maceo International Airport,SCU,19.96980094909668,-75.83540344238281,Ellipsis
Mariana Grajales Airport,GAO,20.08530044555664,-75.1583023071289,Ellipsis
José Martí International Airport,HAV,22.989200592041016,-82.40910339355469,Ellipsis
Frank Pais International Airport,HOG,20.785600662231445,-76.31510162353516,Ellipsis
La Coloma Airport,LCL,22.33609962463379,-83.64189910888672,Ellipsis
Orestes Acosta Airport,MOA,20.65390014648437,-74.92220306396484,Ellipsis
Sierra Maestra Airport,MZO,20.28809928894043,-77.08920288085938,Ellipsis
Rafael Cabrera Airport,GER,21.834699630737305,-82.78379821777344,Ellipsis
Playa Baracoa Airport,UPB,23.0328006744,-82.5793991089,Ellipsis
Pinar Del Rio Airport,QPD,22.42140007019043,-83.67839813232422,Ellipsis
Abel Santamaria Airport,SNU,22.49220085144043,-79.943603515625,Ellipsis
Siguanea Airport,SZJ,21.64249992370605,-82.9551010131836,Ellipsis
Sancti Spiritus Airport,USS,21.9704,-79.442703,Ellipsis
Juan Gualberto Gomez International Airport,VRA,23.034400939941406,-81.435302734375,Ellipsis
Hermanos Ameijeiras Airport,VTU,20.98760032653809,-76.93579864501953,Ellipsis
Gerrard Smith International Airport,CYB,19.687000274658203,-79.88279724121094,Ellipsis
Owen Roberts International Airport,GCM,19.2928009033,-81.3576965332,Ellipsis
Clarence A. Bain Airport,MAY,24.28770065307617,-77.68460083007812,Ellipsis
Andros Town Airport,ASD,24.697900772094727,-77.79560089111328,Ellipsis
Leonard M Thompson International Airport,MHH,26.5114,-77.083503,Ellipsis
San Andros Airport,SAQ,25.053800582885746,-78.04900360107422,Ellipsis
Spring Point Airport,AXP,22.441799163800003,-73.97090148930002,Ellipsis
Treasure Cay Airport,TCB,26.745300293,-77.3912963867,Ellipsis
Chub Cay Airport,CCZ,25.41710090637207,-77.88089752197266,Ellipsis
Great Harbour Cay Airport,GHC,25.7383,-77.840103,Ellipsis
South Bimini Airport,BIM,25.6998996735,-79.2647018433,Ellipsis
Exuma International Airport,GGT,23.5625991821,-75.8779983521,Ellipsis
North Eleuthera Airport,ELH,25.474899292,-76.6835021973,Ellipsis
Governor's Harbour Airport,GHB,25.2847003937,-76.3310012817,Ellipsis
Normans Cay Airport,NMC,24.59429931640625,-76.82019805908203,Ellipsis
Rock Sound Airport,RSD,24.8950787333,-76.1768817902,Ellipsis
Staniel Cay Airport,TYM,24.169099807739254,-76.43910217285156,Ellipsis
Grand Bahama International Airport,FPO,26.5587005615,-78.695602417,Ellipsis
Inagua Airport,IGA,20.975000381469727,-73.66690063476562,Ellipsis
Deadman's Cay Airport,LGI,23.1790008545,-75.09359741210001,Ellipsis
Stella Maris Airport,SML,23.582317,-75.268621,Ellipsis
Mayaguana Airport,MYG,22.379499,-73.013494,Ellipsis
Lynden Pindling International Airport,NAS,25.0389995575,-77.46620178219999,Ellipsis
Duncan Town Airport,DCT,22.18180084228516,-75.72949981689453,Ellipsis
Rum Cay Airport,RCY,23.68440055847168,-74.83619689941406,Ellipsis
San Salvador Airport,ZSA,24.06329917907715,-74.52400207519531,Ellipsis
Philip S. W. Goldson International Airport,BZE,17.539100646972656,-88.30819702148438,Ellipsis
Aitutaki Airport,AIT,-18.830900192260746,-159.76400756835938,Ellipsis
Rarotonga International Airport,RAR,-21.2026996613,-159.805999756,Ellipsis
Nadi International Airport,NAN,-17.755399703979492,177.4429931640625,Ellipsis
Nausori International Airport,SUV,-18.04330062866211,178.5590057373047,Ellipsis
Fua'amotu International Airport,TBU,-21.241199493408203,-175.14999389648438,Ellipsis
Vava'u International Airport,VAV,-18.58530044555664,-173.96200561523438,Ellipsis
Bonriki International Airport,TRW,1.3816399574279783,173.14700317382812,Ellipsis
Hihifo Airport,WLS,-13.2383003235,-176.199005127,Ellipsis
Faleolo International Airport,APW,-13.829999923706056,-172.00799560546875,Ellipsis
Pago Pago International Airport,PPG,-14.3310003281,-170.710006714,Ellipsis
Tubuai Airport,TUB,-23.36540031433105,-149.5240020751953,Ellipsis
Anaa Airport,AAA,-17.35260009765625,-145.50999450683594,Ellipsis
Fangatau Airport,FGU,-15.819899559020996,-140.88699340820312,Ellipsis
Tikehau Airport,TIH,-15.119600296020508,-148.2310028076172,Ellipsis
Fakarava Airport,FAV,-16.054100036621094,-145.65699768066406,Ellipsis
Manihi Airport,XMH,-14.436800003051758,-146.07000732421875,Ellipsis
Totegegie Airport,GMR,-23.07990074157715,-134.88999938964844,Ellipsis
Kaukura Airport,KKR,-15.663299560546877,-146.88499450683594,Ellipsis
Makemo Airport,MKP,-16.583900451660156,-143.6580047607422,Ellipsis
Puka Puka Airport,PKP,-14.809499740600586,-138.81300354003906,Ellipsis
Takapoto Airport,TKP,-14.709500312805176,-145.24600219726562,Ellipsis
Arutua Airport,AXR,-15.248299598693848,-146.61700439453125,Ellipsis
Mataiva Airport,MVT,-14.8681001663208,-148.7169952392578,Ellipsis
Takaroa Airport,TKX,-14.45580005645752,-145.02499389648438,Ellipsis
Nuku Hiva Airport,NHV,-8.795599937438965,-140.22900390625,Ellipsis
Bora Bora Airport,BOB,-16.444400787353516,-151.75100708007812,Ellipsis
Rangiroa Airport,RGI,-14.954299926757812,-147.66099548339844,Ellipsis
Huahine-Fare Airport,HUH,-16.68720054626465,-151.02200317382812,Ellipsis
Moorea Airport,MOZ,-17.49,-149.761993,Ellipsis
Maupiti Airport,MAU,-16.42650032043457,-152.24400329589844,Ellipsis
Raiatea Airport,RFP,-16.7229,-151.466003,Ellipsis
Bauerfield International Airport,VLI,-17.699300765991,168.32000732422,Ellipsis
Koné Airport,KNQ,-21.05430030822754,164.83700561523438,Ellipsis
Koumac Airport,KOC,-20.546300888061523,164.25599670410156,Ellipsis
Lifou Airport,LIF,-20.774799346923828,167.24000549316406,Ellipsis
Nouméa Magenta Airport,GEA,-22.25830078125,166.47300720214844,Ellipsis
Maré Airport,MEE,-21.4817008972168,168.03799438476562,Ellipsis
Touho Airport,TOU,-20.790000915527344,165.25900268554688,Ellipsis
Ouvéa Airport,UVE,-20.640600204467773,166.572998046875,Ellipsis
La Tontouta International Airport,NOU,-22.01460075378418,166.21299743652344,Ellipsis
Auckland International Airport,AKL,-37.0080986023,174.792007446,Ellipsis
Taupo Airport,TUO,-38.73970031738281,176.08399963378906,Ellipsis
Ardmore Airport,AMZ,-37.02970123291016,174.97300720214844,Ellipsis
Christchurch International Airport,CHC,-43.48939895629883,172.53199768066406,Ellipsis
Chatham Islands-Tuuta Airport,CHT,-43.810001373291016,-176.45700073242188,Ellipsis
Dunedin Airport,DUD,-45.9281005859375,170.197998046875,Ellipsis
Gisborne Airport,GIS,-38.66329956054688,177.97799682617188,Ellipsis
Glentanner Airport,GTN,-43.906700134277344,170.1280059814453,Ellipsis
Hokitika Airfield,HKK,-42.713600158691406,170.98500061035156,Ellipsis
Hamilton International Airport,HLZ,-37.8666992188,175.332000732,Ellipsis
Kerikeri Airport,KKE,-35.26279830932617,173.91200256347656,Ellipsis
Kaitaia Airport,KAT,-35.06999969482422,173.28500366210938,Ellipsis
Alexandra Airport,ALR,-45.211700439453125,169.3730010986328,Ellipsis
Mount Cook Airport,MON,-43.76499938964844,170.13299560546875,Ellipsis
Manapouri Airport,TEU,-45.53310012817383,167.64999389648438,Ellipsis
Hood Airport,MRO,-40.97330093383789,175.63400268554688,Ellipsis
New Plymouth Airport,NPL,-39.00859832763672,174.1790008544922,Ellipsis
Nelson Airport,NSN,-41.298301696777344,173.2209930419922,Ellipsis
Invercargill Airport,IVC,-46.41239929199219,168.31300354003906,Ellipsis
RNZAF Base Ohakea,OHA,-40.20600128173828,175.38800048828125,Ellipsis
Oamaru Airport,OAM,-44.970001220703125,171.08200073242188,Ellipsis
Palmerston North Airport,PMR,-40.32059860229492,175.61700439453125,Ellipsis
Paraparaumu Airport,PPQ,-40.90470123291016,174.98899841308594,Ellipsis
Queenstown International Airport,ZQN,-45.0210990906,168.738998413,Ellipsis
Rotorua Regional Airport,ROT,-38.10919952392578,176.31700134277344,Ellipsis
Tauranga Airport,TRG,-37.67190170288086,176.1959991455078,Ellipsis
Timaru Airport,TIU,-44.30279922485352,171.22500610351562,Ellipsis
Pukaki Airport,TWZ,-44.2350006104,170.117996216,Ellipsis
Woodbourne Airport,BHE,-41.5182991027832,173.8699951171875,Ellipsis
Wanaka Airport,WKA,-44.722198486328,169.24600219727,Ellipsis
Whakatane Airport,WHK,-37.92060089111328,176.91400146484375,Ellipsis
Wellington International Airport,WLG,-41.3272018433,174.804992676,Ellipsis
Wairoa Airport,WIR,-39.00690078735352,177.40699768066406,Ellipsis
Whangarei Airport,WRE,-35.7682991027832,174.36500549316406,Ellipsis
Westport Airport,WSZ,-41.73809814453125,171.58099365234375,Ellipsis
Wanganui Airport,WAG,-39.96220016479492,175.02499389648438,Ellipsis
Herat Airport,HEA,34.209999084472656,62.22829818725586,Ellipsis
Jalalabad Airport,JAA,34.39979934692383,70.49859619140625,Ellipsis
Hamid Karzai International Airport,KBL,34.565899,69.212303,Ellipsis
Kandahar Airport,KDH,31.505800247192383,65.8478012084961,Ellipsis
Maimana Airport,MMZ,35.93080139160156,64.76090240478516,Ellipsis
Mazar I Sharif Airport,MZR,36.70690155029297,67.20970153808594,Ellipsis
Shindand Airport,OAH,33.3913002014,62.2610015869,Ellipsis
Konduz Airport,UND,36.66510009765625,68.91079711914062,Ellipsis
Bahrain International Airport,BAH,26.27079963684082,50.63359832763672,Ellipsis
Abha Regional Airport,AHB,18.2404003143,42.65660095210001,Ellipsis
Al Ahsa Airport,HOF,25.28529930114746,49.485198974609375,Ellipsis
Al Baha Airport,ABT,20.2961006165,41.6343002319,Ellipsis
Bisha Airport,BHH,19.984399795532227,42.62089920043945,Ellipsis
King Fahd International Airport,DMM,26.471200942993164,49.79790115356445,Ellipsis
King Abdulaziz Air Base,DHA,26.265399932900003,50.1520004272,Ellipsis
Jizan Regional Airport,GIZ,16.901100158691406,42.58580017089844,Ellipsis
Gassim Airport,ELQ,26.30279922485352,43.77439880371094,Ellipsis
Gurayat Domestic Airport,URY,31.412413,37.278898,Ellipsis
Ha'il Airport,HAS,27.437901,41.686298,Ellipsis
Jubail Airport,QJB,27.03899955749512,49.40510177612305,Ellipsis
King Abdulaziz International Airport,JED,21.6796,39.156502,Ellipsis
King Khaled Military City Airport,KMC,27.9009,45.528198,Ellipsis
Prince Mohammad Bin Abdulaziz Airport,MED,24.5534,39.705101,Ellipsis
Nejran Airport,EAM,17.611400604248047,44.4192008972168,Ellipsis
Al Qaisumah/Hafr Al Batin Airport,AQI,28.335199,46.125099,Ellipsis
Rafha Domestic Airport,RAH,29.626399993896484,43.4906005859375,Ellipsis
King Khaled International Airport,RUH,24.957599639892575,46.69879913330078,Ellipsis
Arar Domestic Airport,RAE,30.90660095214844,41.13819885253906,Ellipsis
Sharurah Airport,SHW,17.466899871826172,47.12139892578125,Ellipsis
Sulayel Airport,SLF,20.46470069885254,45.61959838867188,Ellipsis
Tabuk Airport,TUU,28.3654,36.6189,Ellipsis
Ta’if Regional Airport,TIF,21.483001,40.543442,Ellipsis
Turaif Domestic Airport,TUI,31.692188,38.731544,Ellipsis
Al Wajh Domestic Airport,EJH,26.19860076904297,36.47639846801758,Ellipsis
Prince Abdulmohsin Bin Abdulaziz Airport,YNB,24.144199,38.0634,Ellipsis
Abadan Airport,ABD,30.371099472,48.2282981873,Ellipsis
Dezful Airport,DEF,32.434399,48.397598,Ellipsis
Aghajari Airport,AKW,30.7444,49.6772,Ellipsis
Gachsaran Airport,GCH,30.337600708,50.827999115,Ellipsis
Omidiyeh Airport,OMI,30.8351993560791,49.5349006652832,Ellipsis
Mahshahr Airport,MRX,30.55620002746582,49.15190124511719,Ellipsis
Ahwaz Airport,AWZ,31.3374004364,48.7620010376,Ellipsis
Abu Musa Island Airport,AEU,25.8757,55.033001,Ellipsis
Bushehr Airport,BUZ,28.9447994232,50.8345985413,Ellipsis
Kish International Airport,KIH,26.5261993408,53.9802017212,Ellipsis
Bandar Lengeh Airport,BDH,26.531999588,54.824798584,Ellipsis
Khark Island Airport,KHK,29.260299682617188,50.32389831542969,Ellipsis
Sirri Island Airport,SXI,25.908899307250977,54.539398193359375,Ellipsis
Lavan Island Airport,LVP,26.810300827026367,53.35630035400391,Ellipsis
Shahid Ashrafi Esfahani Airport,KSH,34.3459014893,47.1581001282,Ellipsis
Sanandaj Airport,SDG,35.24589920043945,47.00920104980469,Ellipsis
Hesa Airport,IFH,32.92890167236328,51.56110000610352,Ellipsis
Kashan Airport,KKS,33.895302,51.577,Ellipsis
Esfahan Shahid Beheshti International Airport,IFN,32.75080108642578,51.86130142211914,Ellipsis
Sardar-e-Jangal Airport,RAS,37.323333,49.617778,Ellipsis
Arak Airport,AJK,34.13809967041016,49.8473014831543,Ellipsis
Mehrabad International Airport,THR,35.68920135498047,51.31340026855469,Ellipsis
Qazvin Airport,GZW,36.240101,50.0471,Ellipsis
Bandar Abbas International Airport,BND,27.218299865722656,56.37779998779297,Ellipsis
Jiroft Airport,JYR,28.7269001007,57.67029953,Ellipsis
Kerman Airport,KER,30.2744007111,56.9510993958,Ellipsis
Havadarya Airport,HDR,27.158300399780277,56.17250061035156,Ellipsis
Sirjan Airport,SYJ,29.550899505615234,55.672698974609375,Ellipsis
Birjand Airport,XBJ,32.898101806640625,59.2661018371582,Ellipsis
Sarakhs Airport,CKT,36.50120162963867,61.06489944458008,Ellipsis
Shahroud Airport,RUD,36.4253005981,55.1041984558,Ellipsis
Tabas Airport,TCX,33.6678009033,56.8927001953,Ellipsis
Kalaleh Airport,KLM,37.3833007812,55.4519996643,Ellipsis
Ramsar Airport,RZR,36.9099006652832,50.67959976196289,Ellipsis
Fasa Airport,FAZ,28.89179992675781,53.72330093383789,Ellipsis
Jahrom Airport,JAR,28.5867004395,53.5791015625,Ellipsis
Lamerd Airport,LFM,27.3726997375,53.18880081179999,Ellipsis
Shiraz Shahid Dastghaib International Airport,SYZ,29.53919982910156,52.58980178833008,Ellipsis
Khoy Airport,KHY,38.4275016784668,44.97359848022461,Ellipsis
Tabriz International Airport,TBZ,38.1338996887207,46.23500061035156,Ellipsis
Zanjan Airport,JWN,36.7737007141,48.3594017029,Ellipsis
Shahid Sadooghi Airport,AZD,31.9048995972,54.2765007019,Ellipsis
Zabol Airport,ACZ,31.09830093383789,61.54389953613281,Ellipsis
Konarak Airport,ZBR,25.4433002472,60.3820991516,Ellipsis
Zahedan International Airport,ZAH,29.47570037841797,60.90620040893555,Ellipsis
Iran Shahr Airport,IHR,27.2360992432,60.7200012207,Ellipsis
Queen Alia International Airport,AMM,31.7226009369,35.9931983948,Ellipsis
Amman-Marka International Airport,ADJ,31.972700119018555,35.991600036621094,Ellipsis
Aqaba King Hussein International Airport,AQJ,29.61160087585449,35.01810073852539,Ellipsis
King Hussein Air College,OMF,32.3564,36.259201,Ellipsis
Kuwait International Airport,KWI,29.226600646972656,47.96889877319336,Ellipsis
Beirut Rafic Hariri International Airport,BEY,33.820899963378906,35.488399505615234,Ellipsis
Rene Mouawad Air Base,KYE,34.589298248291016,36.01129913330078,Ellipsis
Abu Dhabi International Airport,AUH,24.433000564575195,54.651100158691406,Ellipsis
Bateen Airport,AZI,24.428300857543945,54.458099365234375,Ellipsis
Al Dhafra Air Base,DHF,24.248199462900004,54.5476989746,Ellipsis
Dubai International Airport,DXB,25.2527999878,55.3643989563,Ellipsis
Fujairah International Airport,FJR,25.112199783325195,56.32400131225586,Ellipsis
Ras Al Khaimah International Airport,RKT,25.613500595092773,55.93880081176758,Ellipsis
Sharjah International Airport,SHJ,25.32859992980957,55.5172004699707,Ellipsis
Khasab Air Base,KHS,26.17099952697754,56.2406005859375,Ellipsis
Masirah Air Base,MSH,20.67539978027344,58.89049911499024,Ellipsis
Muscat International Airport,MCT,23.593299865722656,58.284400939941406,Ellipsis
Salalah Airport,SLL,17.038700103759766,54.09130096435547,Ellipsis
Thumrait Air Base,TTH,17.666000366210938,54.024600982666016,Ellipsis
Bhagatanwala Airport,BHW,32.056098938,72.94840240479999,Ellipsis
Faisalabad International Airport,LYP,31.364999771118164,72.99479675292969,Ellipsis
Gwadar International Airport,GWD,25.233299255371094,62.329498291015625,Ellipsis
Gilgit Airport,GIL,35.918800354003906,74.33360290527344,Ellipsis
Shahbaz Air Base,JAG,28.28420066833496,68.44969940185547,Ellipsis
Jinnah International Airport,KHI,24.9065,67.160797,Ellipsis
Alama Iqbal International Airport,LHE,31.5216007232666,74.40360260009766,Ellipsis
Mangla Airport,XJM,33.05009841918945,73.63839721679688,Ellipsis
Muzaffarabad Airport,MFG,34.3390007019043,73.50859832763672,Ellipsis
Mianwali Air Base,MWD,32.5630989074707,71.5707015991211,Ellipsis
Moenjodaro Airport,MJD,27.3351993560791,68.14309692382812,Ellipsis
Multan International Airport,MUX,30.20319938659668,71.41909790039062,Ellipsis
Shaheed Benazirabad Airport,WNS,26.2194,68.390099,Ellipsis
Panjgur Airport,PJG,26.954500198364254,64.13249969482422,Ellipsis
Pasni Airport,PSI,25.29050064086914,63.34510040283203,Ellipsis
Peshawar International Airport,PEW,33.993900299072266,71.51460266113281,Ellipsis
Quetta International Airport,UET,30.251399993896484,66.93779754638672,Ellipsis
Shaikh Zaid Airport,RYK,28.383899688720703,70.27960205078125,Ellipsis
Rawalakot Airport,RAZ,33.849700927734375,73.79810333251953,Ellipsis
Sukkur Airport,SKZ,27.722000122070312,68.79170227050781,Ellipsis
Saidu Sharif Airport,SDT,34.8135986328125,72.35279846191406,Ellipsis
Sui Airport,SUL,28.645099639892575,69.1769027709961,Ellipsis
Talhar Airport,BDN,24.84149932861328,68.8384017944336,Ellipsis
Wana Airport,WAF,32.3046989440918,69.57039642333984,Ellipsis
Zhob Airport,PZH,31.358400344848636,69.4636001586914,Ellipsis
Basrah International Airport,BSR,30.54910087585449,47.66210174560547,Ellipsis
Aleppo International Airport,ALP,36.18069839477539,37.22439956665039,Ellipsis
Damascus International Airport,DAM,33.4114990234375,36.51559829711914,Ellipsis
Deir ez-Zor Air Base,DEZ,35.2854,40.175999,Ellipsis
Bassel Al-Assad International Airport,LTK,35.401100158691406,35.948699951171875,Ellipsis
Palmyra Airport,PMS,34.5574,38.316898,Ellipsis
Doha International Airport,DIA,25.261101,51.565102,Ellipsis
Canton Island Airport,CIS,-2.7681200504300003,-171.710006714,Ellipsis
Rota International Airport,ROP,14.17430019378662,145.2429962158203,Ellipsis
Saipan International Airport,SPN,15.119,145.729004,Ellipsis
Andersen Air Force Base,UAM,13.584,144.929998,Ellipsis
Antonio B. Won Pat International Airport,GUM,13.4834003448,144.796005249,Ellipsis
Tinian International Airport,TIQ,14.999199867248535,145.61900329589844,Ellipsis
Marshall Islands International Airport,MAJ,7.064760208129883,171.27200317382812,Ellipsis
Bucholz Army Air Field,KWA,8.720120429992676,167.73199462890625,Ellipsis
Henderson Field,MDY,28.20170021057129,-177.38099670410156,Ellipsis
Chuuk International Airport,TKK,7.461870193481445,151.84300231933594,Ellipsis
Pohnpei International Airport,PNI,6.985099792480469,158.20899963378906,Ellipsis
Babelthuap Airport,ROR,7.36731,134.544236,Ellipsis
Kosrae International Airport,KSA,5.35698,162.957993,Ellipsis
Yap International Airport,YAP,9.49891,138.082993,Ellipsis
Kinmen Airport,KNH,24.4279,118.359001,Ellipsis
Taitung Airport,TTT,22.7549991607666,121.10199737548828,Ellipsis
Lyudao Airport,GNI,22.673900604248047,121.46600341796876,Ellipsis
Kaohsiung International Airport,KHH,22.57710075378418,120.3499984741211,Ellipsis
Chiayi Airport,CYI,23.46179962158203,120.39299774169922,Ellipsis
Lanyu Airport,KYD,22.027000427246094,121.53500366210938,Ellipsis
Taichung Ching Chuang Kang Airport,RMQ,24.26469993591309,120.62100219726562,Ellipsis
Tainan Airport,TNN,22.95039939880371,120.20600128173828,Ellipsis
Hsinchu Air Base,HSZ,24.8180007935,120.939002991,Ellipsis
Makung Airport,MZG,23.568700790405277,119.62799835205078,Ellipsis
Pingtung North Airport,PIF,22.700199127197266,120.48200225830078,Ellipsis
Taipei Songshan Airport,TSA,25.06940078735352,121.552001953125,Ellipsis
Taiwan Taoyuan International Airport,TPE,25.0777,121.233002,Ellipsis
Wang-an Airport,WOT,23.367372512817383,119.50277709960938,Ellipsis
Hualien Airport,HUN,24.023099899291992,121.61799621582033,Ellipsis
Narita International Airport,NRT,35.7647018433,140.386001587,Ellipsis
Matsumoto Airport,MMJ,36.16680145263672,137.92300415039062,Ellipsis
Hyakuri Airport,IBR,36.181098938,140.414993286,Ellipsis
Minami Torishima Airport,MUS,24.2896995544,153.979003906,Ellipsis
Iwo Jima Airport,IWO,24.78400039672852,141.322998046875,Ellipsis
Nanki Shirahama Airport,SHM,33.6622009277,135.363998413,Ellipsis
Tokachi-Obihiro Airport,OBO,42.7332992554,143.216995239,Ellipsis
New Chitose Airport,CTS,42.77519989013672,141.69200134277344,Ellipsis
Hakodate Airport,HKD,41.7700004578,140.822006226,Ellipsis
Memanbetsu Airport,MMB,43.8805999756,144.164001465,Ellipsis
Nakashibetsu Airport,SHB,43.5774993896,144.960006714,Ellipsis
Wakkanai Airport,WKJ,45.4042015076,141.800994873,Ellipsis
Iki Airport,IKI,33.7490005493,129.785003662,Ellipsis
Yamaguchi Ube Airport,UBJ,33.930000305200004,131.279006958,Ellipsis
Tsushima Airport,TSJ,34.2849006653,129.330993652,Ellipsis
Monbetsu Airport,MBE,44.3039016724,143.404006958,Ellipsis
Asahikawa Airport,AKJ,43.67079925537109,142.44700622558594,Ellipsis
Okushiri Airport,OIR,42.0717010498,139.432998657,Ellipsis
Rishiri Airport,RIS,45.2420005798,141.186004639,Ellipsis
Yakushima Airport,KUM,30.3855991364,130.658996582,Ellipsis
Fukue Airport,FUJ,32.66630172729492,128.83299255371094,Ellipsis
Fukuoka Airport,FUK,33.585899353027344,130.4510040283203,Ellipsis
New Tanegashima Airport,TNE,30.6051006317,130.990997314,Ellipsis
Kagoshima Airport,KOJ,31.80340003967285,130.718994140625,Ellipsis
Miyazaki Airport,KMI,31.877199173,131.449005127,Ellipsis
Oita Airport,OIT,33.479400634799994,131.736999512,Ellipsis
Kitakyūshū Airport,KKJ,33.8459014893,131.035003662,Ellipsis
Kumamoto Airport,KMJ,32.83729934692383,130.85499572753906,Ellipsis
Nagasaki Airport,NGS,32.916900634799994,129.914001465,Ellipsis
